"Gene","Time","Space","logFC","timeNumber","Time_idx","Space_idx"
"N900_RS11345","1h","SI6",0.23407,1,1,7
"N900_RS11350","1h","SI6",0.066275,1,1,7
"N900_RS11355","1h","SI6",0.29225,1,1,7
"N900_RS11360","1h","SI6",0.55603,1,1,7
"N900_RS11365","1h","SI6",0.25201,1,1,7
"N900_RS11370","1h","SI6",-0.094991,1,1,7
"N900_RS11375","1h","SI6",0.085412,1,1,7
"N900_RS11380","1h","SI6",0.038179,1,1,7
"N900_RS11385","1h","SI6",-1.7092,1,1,7
"N900_RS11395","1h","SI6",0.076316,1,1,7
"N900_RS11430","1h","SI6",-0.37244,1,1,7
"N900_RS11435","1h","SI6",-0.14616,1,1,7
"N900_RS11445","1h","SI6",0.24545,1,1,7
"N900_RS11455","1h","SI6",-0.089337,1,1,7
"N900_RS11460","1h","SI6",-0.18978,1,1,7
"N900_RS11465","1h","SI6",-0.71043,1,1,7
"N900_RS11470","1h","SI6",-1.0171,1,1,7
"N900_RS11475","1h","SI6",0.020959,1,1,7
"N900_RS11485","1h","SI6",-0.15057,1,1,7
"N900_RS11490","1h","SI6",0.088573,1,1,7
"N900_RS11495","1h","SI6",-0.069327,1,1,7
"N900_RS11520","1h","SI6",0.35192,1,1,7
"N900_RS11525","1h","SI6",0.36833,1,1,7
"N900_RS11530","1h","SI6",-0.089655,1,1,7
"N900_RS11540","1h","SI6",0.36904,1,1,7
"N900_RS11545","1h","SI6",0.37599,1,1,7
"N900_RS11550","1h","SI6",0.0032749,1,1,7
"N900_RS11555","1h","SI6",0.23155,1,1,7
"N900_RS11560","1h","SI6",0.11988,1,1,7
"N900_RS11565","1h","SI6",0.0042243,1,1,7
"N900_RS11570","1h","SI6",0.19377,1,1,7
"N900_RS11575","1h","SI6",0.20037,1,1,7
"N900_RS11580","1h","SI6",0.35134,1,1,7
"N900_RS11585","1h","SI6",0.0016374,1,1,7
"N900_RS11590","1h","SI6",0.25475,1,1,7
"N900_RS11595","1h","SI6",-0.18435,1,1,7
"N900_RS11600","1h","SI6",0.53996,1,1,7
"N900_RS11605","1h","SI6",0.24809,1,1,7
"N900_RS11610","1h","SI6",0.47327,1,1,7
"N900_RS11615","1h","SI6",-0.14216,1,1,7
"N900_RS11625","1h","SI6",0.26582,1,1,7
"N900_RS11630","1h","SI6",0.28438,1,1,7
"N900_RS11635","1h","SI6",0.21875,1,1,7
"N900_RS11640","1h","SI6",0.072168,1,1,7
"N900_RS11645","1h","SI6",0.48328,1,1,7
"N900_RS11650","1h","SI6",-0.29394,1,1,7
"N900_RS11655","1h","SI6",0.1977,1,1,7
"N900_RS11660","1h","SI6",-0.17071,1,1,7
"N900_RS11670","1h","SI6",-0.028526,1,1,7
"N900_RS11680","1h","SI6",0.44096,1,1,7
"N900_RS11685","1h","SI6",0.15592,1,1,7
"N900_RS11690","1h","SI6",-0.093621,1,1,7
"N900_RS11695","1h","SI6",0.43177,1,1,7
"N900_RS11700","1h","SI6",0.009802,1,1,7
"N900_RS11705","1h","SI6",-1.824,1,1,7
"N900_RS11710","1h","SI6",-0.29553,1,1,7
"N900_RS11720","1h","SI6",-0.047324,1,1,7
"N900_RS11730","1h","SI6",0.15814,1,1,7
"N900_RS11735","1h","SI6",0.0004193,1,1,7
"N900_RS11740","1h","SI6",-1.9294,1,1,7
"N900_RS11745","1h","SI6",0.87723,1,1,7
"N900_RS11750","1h","SI6",-0.093797,1,1,7
"N900_RS11755","1h","SI6",0.26992,1,1,7
"N900_RS11775","1h","SI6",0.32884,1,1,7
"N900_RS11780","1h","SI6",0.13761,1,1,7
"N900_RS11785","1h","SI6",-0.23111,1,1,7
"N900_RS11820","1h","SI6",0.2805,1,1,7
"N900_RS11825","1h","SI6",0.31432,1,1,7
"N900_RS11830","1h","SI6",-0.27773,1,1,7
"N900_RS11835","1h","SI6",-0.804,1,1,7
"N900_RS11840","1h","SI6",0.17378,1,1,7
"N900_RS11845","1h","SI6",0.19359,1,1,7
"N900_RS11850","1h","SI6",0.048283,1,1,7
"N900_RS11855","1h","SI6",-0.23398,1,1,7
"N900_RS11860","1h","SI6",0.10882,1,1,7
"N900_RS11865","1h","SI6",0.082414,1,1,7
"N900_RS11870","1h","SI6",0.018124,1,1,7
"N900_RS11915","1h","SI6",0.28484,1,1,7
"N900_RS11920","1h","SI6",-3.4757,1,1,7
"N900_RS11930","1h","SI6",0.039682,1,1,7
"N900_RS11940","1h","SI6",0.33179,1,1,7
"N900_RS11945","1h","SI6",0.10461,1,1,7
"N900_RS11950","1h","SI6",0.37059,1,1,7
"N900_RS11955","1h","SI6",-0.55566,1,1,7
"N900_RS11960","1h","SI6",0.038942,1,1,7
"N900_RS11965","1h","SI6",0.36143,1,1,7
"N900_RS11970","1h","SI6",0.27273,1,1,7
"N900_RS11975","1h","SI6",0.0005418,1,1,7
"N900_RS11980","1h","SI6",-0.64565,1,1,7
"N900_RS11985","1h","SI6",0.83714,1,1,7
"N900_RS11990","1h","SI6",0.15495,1,1,7
"N900_RS11995","1h","SI6",0.33912,1,1,7
"N900_RS12015","1h","SI6",0.018123,1,1,7
"N900_RS12020","1h","SI6",1.0568,1,1,7
"N900_RS12030","1h","SI6",0.04617,1,1,7
"N900_RS12035","1h","SI6",0.081805,1,1,7
"N900_RS12070","1h","SI6",0.15623,1,1,7
"N900_RS12080","1h","SI6",0.10519,1,1,7
"N900_RS12085","1h","SI6",0.029322,1,1,7
"N900_RS12100","1h","SI6",0.11485,1,1,7
"N900_RS12105","1h","SI6",-0.03396,1,1,7
"N900_RS12110","1h","SI6",0.18194,1,1,7
"N900_RS12115","1h","SI6",0.012641,1,1,7
"N900_RS12120","1h","SI6",-0.34409,1,1,7
"N900_RS12125","1h","SI6",0.25068,1,1,7
"N900_RS12130","1h","SI6",0.21091,1,1,7
"N900_RS12135","1h","SI6",1.1566,1,1,7
"N900_RS12140","1h","SI6",0.28806,1,1,7
"N900_RS12145","1h","SI6",-1.1598,1,1,7
"N900_RS12150","1h","SI6",0.48566,1,1,7
"N900_RS12155","1h","SI6",-0.06804,1,1,7
"N900_RS12160","1h","SI6",0.27804,1,1,7
"N900_RS12165","1h","SI6",0.085696,1,1,7
"N900_RS12185","1h","SI6",-0.35725,1,1,7
"N900_RS12190","1h","SI6",0.23821,1,1,7
"N900_RS12195","1h","SI6",-0.053536,1,1,7
"N900_RS12200","1h","SI6",-0.034628,1,1,7
"N900_RS12215","1h","SI6",0.11256,1,1,7
"N900_RS12220","1h","SI6",0.75124,1,1,7
"N900_RS12225","1h","SI6",0.00068596,1,1,7
"N900_RS12230","1h","SI6",-0.37171,1,1,7
"N900_RS12235","1h","SI6",0.21215,1,1,7
"N900_RS12245","1h","SI6",0.073388,1,1,7
"N900_RS12250","1h","SI6",0.20365,1,1,7
"N900_RS12255","1h","SI6",0.27726,1,1,7
"N900_RS12260","1h","SI6",0.21073,1,1,7
"N900_RS12265","1h","SI6",-0.0052502,1,1,7
"N900_RS12270","1h","SI6",0.33734,1,1,7
"N900_RS12275","1h","SI6",-0.23044,1,1,7
"N900_RS12280","1h","SI6",0.24102,1,1,7
"N900_RS12285","1h","SI6",5.6654e-05,1,1,7
"N900_RS12290","1h","SI6",-1.4592,1,1,7
"N900_RS12295","1h","SI6",0.17749,1,1,7
"N900_RS12300","1h","SI6",0.11606,1,1,7
"N900_RS12305","1h","SI6",0.10586,1,1,7
"N900_RS12310","1h","SI6",0.25826,1,1,7
"N900_RS12315","1h","SI6",-0.16536,1,1,7
"N900_RS12320","1h","SI6",-0.04508,1,1,7
"N900_RS12345","1h","SI6",0.47445,1,1,7
"N900_RS12365","1h","SI6",0.11265,1,1,7
"N900_RS12385","1h","SI6",-1.7349,1,1,7
"N900_RS12390","1h","SI6",1.2452,1,1,7
"N900_RS12395","1h","SI6",-0.24406,1,1,7
"N900_RS12400","1h","SI6",-0.0052093,1,1,7
"N900_RS12405","1h","SI6",0.016817,1,1,7
"N900_RS12410","1h","SI6",0.14478,1,1,7
"N900_RS12435","1h","SI6",0.25144,1,1,7
"N900_RS12445","1h","SI6",-0.21382,1,1,7
"N900_RS12450","1h","SI6",0.29189,1,1,7
"N900_RS12455","1h","SI6",0.85138,1,1,7
"N900_RS12460","1h","SI6",0.13533,1,1,7
"N900_RS12465","1h","SI6",0.098121,1,1,7
"N900_RS12470","1h","SI6",0.40684,1,1,7
"N900_RS12475","1h","SI6",0.023002,1,1,7
"N900_RS12480","1h","SI6",-1.3191,1,1,7
"N900_RS12485","1h","SI6",0.28382,1,1,7
"N900_RS12490","1h","SI6",0.45234,1,1,7
"N900_RS12495","1h","SI6",0.27676,1,1,7
"N900_RS12500","1h","SI6",-0.084608,1,1,7
"N900_RS12505","1h","SI6",0.33303,1,1,7
"N900_RS12510","1h","SI6",0.55829,1,1,7
"N900_RS12530","1h","SI6",0.3294,1,1,7
"N900_RS12535","1h","SI6",0.71572,1,1,7
"N900_RS12540","1h","SI6",-0.0085893,1,1,7
"N900_RS12545","1h","SI6",-0.036386,1,1,7
"N900_RS12550","1h","SI6",0.077899,1,1,7
"N900_RS12555","1h","SI6",-0.011482,1,1,7
"N900_RS12560","1h","SI6",0.10101,1,1,7
"N900_RS12565","1h","SI6",-0.085854,1,1,7
"N900_RS12570","1h","SI6",0.11093,1,1,7
"N900_RS12575","1h","SI6",0.37298,1,1,7
"N900_RS12580","1h","SI6",0.21516,1,1,7
"N900_RS12585","1h","SI6",0.038634,1,1,7
"N900_RS12590","1h","SI6",0.3542,1,1,7
"N900_RS12595","1h","SI6",0.12135,1,1,7
"N900_RS12600","1h","SI6",0.098724,1,1,7
"N900_RS12605","1h","SI6",0.10142,1,1,7
"N900_RS12610","1h","SI6",0.48467,1,1,7
"N900_RS12620","1h","SI6",0.31199,1,1,7
"N900_RS12625","1h","SI6",-1.7966,1,1,7
"N900_RS12630","1h","SI6",-0.26366,1,1,7
"N900_RS12635","1h","SI6",0.085028,1,1,7
"N900_RS12640","1h","SI6",0.27324,1,1,7
"N900_RS12645","1h","SI6",0.38763,1,1,7
"N900_RS12650","1h","SI6",0.24932,1,1,7
"N900_RS12655","1h","SI6",0.24892,1,1,7
"N900_RS12690","1h","SI6",0.20356,1,1,7
"N900_RS12695","1h","SI6",0.21366,1,1,7
"N900_RS12700","1h","SI6",0.00092584,1,1,7
"N900_RS12705","1h","SI6",0.41087,1,1,7
"N900_RS12710","1h","SI6",-0.18323,1,1,7
"N900_RS12715","1h","SI6",0.30841,1,1,7
"N900_RS12720","1h","SI6",-0.10591,1,1,7
"N900_RS12725","1h","SI6",0.011115,1,1,7
"N900_RS12730","1h","SI6",0.32304,1,1,7
"N900_RS12735","1h","SI6",0.60153,1,1,7
"N900_RS12740","1h","SI6",0.17253,1,1,7
"N900_RS12745","1h","SI6",0.4215,1,1,7
"N900_RS12750","1h","SI6",0.15739,1,1,7
"N900_RS12765","1h","SI6",0.23907,1,1,7
"N900_RS12790","1h","SI6",0.30279,1,1,7
"N900_RS12795","1h","SI6",0.31069,1,1,7
"N900_RS12835","1h","SI6",0.44075,1,1,7
"N900_RS12840","1h","SI6",-0.010237,1,1,7
"N900_RS12845","1h","SI6",0.57365,1,1,7
"N900_RS12850","1h","SI6",0.28328,1,1,7
"N900_RS12855","1h","SI6",0.12807,1,1,7
"N900_RS12860","1h","SI6",-0.63451,1,1,7
"N900_RS12865","1h","SI6",-0.76658,1,1,7
"N900_RS12870","1h","SI6",0.2327,1,1,7
"N900_RS12875","1h","SI6",2.379,1,1,7
"N900_RS12880","1h","SI6",0.49487,1,1,7
"N900_RS12885","1h","SI6",0.090939,1,1,7
"N900_RS12890","1h","SI6",-3.1969,1,1,7
"N900_RS12900","1h","SI6",0.2102,1,1,7
"N900_RS12950","1h","SI6",0.23029,1,1,7
"N900_RS12960","1h","SI6",0.74188,1,1,7
"N900_RS12965","1h","SI6",0.23329,1,1,7
"N900_RS12975","1h","SI6",0.60613,1,1,7
"N900_RS12980","1h","SI6",0.24693,1,1,7
"N900_RS12985","1h","SI6",0.19884,1,1,7
"N900_RS12995","1h","SI6",0.10072,1,1,7
"N900_RS13000","1h","SI6",0.22985,1,1,7
"N900_RS13085","1h","SI6",0.11744,1,1,7
"N900_RS13130","1h","SI6",-0.12783,1,1,7
"N900_RS13135","1h","SI6",0.22226,1,1,7
"N900_RS13145","1h","SI6",0.052976,1,1,7
"N900_RS13155","1h","SI6",-0.71381,1,1,7
"N900_RS13160","1h","SI6",0.47784,1,1,7
"N900_RS13165","1h","SI6",0.57102,1,1,7
"N900_RS13170","1h","SI6",0.27337,1,1,7
"N900_RS13175","1h","SI6",0.016155,1,1,7
"N900_RS13180","1h","SI6",0.3506,1,1,7
"N900_RS13185","1h","SI6",0.1557,1,1,7
"N900_RS13190","1h","SI6",0.39866,1,1,7
"N900_RS13195","1h","SI6",0.26531,1,1,7
"N900_RS13200","1h","SI6",0.14601,1,1,7
"N900_RS13215","1h","SI6",0.16023,1,1,7
"N900_RS13220","1h","SI6",0.18509,1,1,7
"N900_RS13225","1h","SI6",-0.48433,1,1,7
"N900_RS13230","1h","SI6",3.7969,1,1,7
"N900_RS13235","1h","SI6",0.32781,1,1,7
"N900_RS13240","1h","SI6",0.12877,1,1,7
"N900_RS13245","1h","SI6",0.3985,1,1,7
"N900_RS13250","1h","SI6",-0.0069803,1,1,7
"N900_RS13255","1h","SI6",0.21816,1,1,7
"N900_RS13260","1h","SI6",0.1787,1,1,7
"N900_RS13265","1h","SI6",0.19772,1,1,7
"N900_RS13270","1h","SI6",0.051917,1,1,7
"N900_RS13275","1h","SI6",0.77021,1,1,7
"N900_RS13280","1h","SI6",0.2141,1,1,7
"N900_RS13285","1h","SI6",0.11824,1,1,7
"N900_RS13295","1h","SI6",0.21557,1,1,7
"N900_RS13300","1h","SI6",-0.20381,1,1,7
"N900_RS13305","1h","SI6",-0.10952,1,1,7
"N900_RS13310","1h","SI6",-0.049917,1,1,7
"N900_RS13315","1h","SI6",-0.034456,1,1,7
"N900_RS13325","1h","SI6",-0.26566,1,1,7
"N900_RS13330","1h","SI6",0.22492,1,1,7
"N900_RS13335","1h","SI6",-0.54725,1,1,7
"N900_RS13340","1h","SI6",0.32217,1,1,7
"N900_RS13345","1h","SI6",0.088404,1,1,7
"N900_RS13350","1h","SI6",0.19893,1,1,7
"N900_RS13355","1h","SI6",0.3553,1,1,7
"N900_RS13360","1h","SI6",0.23469,1,1,7
"N900_RS13365","1h","SI6",-2.7619,1,1,7
"N900_RS13370","1h","SI6",-0.025543,1,1,7
"N900_RS13375","1h","SI6",-0.38481,1,1,7
"N900_RS13380","1h","SI6",-2.5911,1,1,7
"N900_RS13385","1h","SI6",0.28462,1,1,7
"N900_RS13400","1h","SI6",-1.706,1,1,7
"N900_RS13405","1h","SI6",-1.8417,1,1,7
"N900_RS13410","1h","SI6",-1.232,1,1,7
"N900_RS13415","1h","SI6",-1.3875,1,1,7
"N900_RS13420","1h","SI6",-1.1321,1,1,7
"N900_RS13425","1h","SI6",-0.89292,1,1,7
"N900_RS13430","1h","SI6",-0.58228,1,1,7
"N900_RS13435","1h","SI6",-1.8985,1,1,7
"N900_RS13440","1h","SI6",-2.6205,1,1,7
"N900_RS13445","1h","SI6",-2.0329,1,1,7
"N900_RS13450","1h","SI6",-1.9362,1,1,7
"N900_RS13455","1h","SI6",-2.0366,1,1,7
"N900_RS13460","1h","SI6",-3.6982,1,1,7
"N900_RS13465","1h","SI6",-3.6364,1,1,7
"N900_RS13470","1h","SI6",0.32486,1,1,7
"N900_RS13475","1h","SI6",-3.0829,1,1,7
"N900_RS13480","1h","SI6",0.24547,1,1,7
"N900_RS13485","1h","SI6",0.31856,1,1,7
"N900_RS13490","1h","SI6",0.14261,1,1,7
"N900_RS13500","1h","SI6",0.46195,1,1,7
"N900_RS13505","1h","SI6",0.39674,1,1,7
"N900_RS13510","1h","SI6",0.1509,1,1,7
"N900_RS13515","1h","SI6",0.3518,1,1,7
"N900_RS13520","1h","SI6",-0.65031,1,1,7
"N900_RS13530","1h","SI6",-2.4061,1,1,7
"N900_RS13535","1h","SI6",-0.89412,1,1,7
"N900_RS13540","1h","SI6",-0.97286,1,1,7
"N900_RS13550","1h","SI6",-0.15166,1,1,7
"N900_RS13555","1h","SI6",0.4099,1,1,7
"N900_RS13570","1h","SI6",0.22494,1,1,7
"N900_RS13575","1h","SI6",0.14685,1,1,7
"N900_RS13585","1h","SI6",-1.2011,1,1,7
"N900_RS13595","1h","SI6",-0.095206,1,1,7
"N900_RS13600","1h","SI6",0.25311,1,1,7
"N900_RS13605","1h","SI6",-0.41399,1,1,7
"N900_RS13610","1h","SI6",-0.55786,1,1,7
"N900_RS13615","1h","SI6",0.20443,1,1,7
"N900_RS13620","1h","SI6",0.63363,1,1,7
"N900_RS13625","1h","SI6",0.42861,1,1,7
"N900_RS13635","1h","SI6",0.20266,1,1,7
"N900_RS13640","1h","SI6",0.47764,1,1,7
"N900_RS13645","1h","SI6",0.6804,1,1,7
"N900_RS13650","1h","SI6",-0.472,1,1,7
"N900_RS13655","1h","SI6",0.2914,1,1,7
"N900_RS13660","1h","SI6",-0.052553,1,1,7
"N900_RS13665","1h","SI6",0.59507,1,1,7
"N900_RS13670","1h","SI6",0.11217,1,1,7
"N900_RS13675","1h","SI6",0.28495,1,1,7
"N900_RS13680","1h","SI6",0.08836,1,1,7
"N900_RS13685","1h","SI6",0.08842,1,1,7
"N900_RS13690","1h","SI6",0.25023,1,1,7
"N900_RS13695","1h","SI6",0.41738,1,1,7
"N900_RS13700","1h","SI6",-0.92356,1,1,7
"N900_RS13705","1h","SI6",0.43078,1,1,7
"N900_RS13710","1h","SI6",0.35396,1,1,7
"N900_RS13715","1h","SI6",0.17597,1,1,7
"N900_RS13720","1h","SI6",0.28956,1,1,7
"N900_RS13725","1h","SI6",-0.096595,1,1,7
"N900_RS13730","1h","SI6",0.053872,1,1,7
"N900_RS13735","1h","SI6",0.48749,1,1,7
"N900_RS13740","1h","SI6",0.32353,1,1,7
"N900_RS13745","1h","SI6",0.28257,1,1,7
"N900_RS13750","1h","SI6",0.1358,1,1,7
"N900_RS13755","1h","SI6",0.30246,1,1,7
"N900_RS13765","1h","SI6",0.22863,1,1,7
"N900_RS13770","1h","SI6",0.071787,1,1,7
"N900_RS13780","1h","SI6",0.18705,1,1,7
"N900_RS13785","1h","SI6",0.31713,1,1,7
"N900_RS13790","1h","SI6",0.11481,1,1,7
"N900_RS13795","1h","SI6",0.19142,1,1,7
"N900_RS13800","1h","SI6",0.086032,1,1,7
"N900_RS13805","1h","SI6",0.13738,1,1,7
"N900_RS13810","1h","SI6",0.61987,1,1,7
"N900_RS13815","1h","SI6",0.7489,1,1,7
"N900_RS13845","1h","SI6",0.16923,1,1,7
"N900_RS13855","1h","SI6",0.53116,1,1,7
"N900_RS13860","1h","SI6",-0.41507,1,1,7
"N900_RS13865","1h","SI6",-0.25838,1,1,7
"N900_RS13870","1h","SI6",0.25097,1,1,7
"N900_RS13875","1h","SI6",0.41159,1,1,7
"N900_RS13880","1h","SI6",0.49345,1,1,7
"N900_RS13930","1h","SI6",0.44899,1,1,7
"N900_RS13935","1h","SI6",-0.022449,1,1,7
"N900_RS13940","1h","SI6",-0.051834,1,1,7
"N900_RS13945","1h","SI6",-0.11133,1,1,7
"N900_RS13950","1h","SI6",0.2559,1,1,7
"N900_RS13955","1h","SI6",0.39884,1,1,7
"N900_RS13970","1h","SI6",0.2419,1,1,7
"N900_RS13985","1h","SI6",0.24024,1,1,7
"N900_RS14005","1h","SI6",-0.10608,1,1,7
"N900_RS14010","1h","SI6",0.1126,1,1,7
"N900_RS14015","1h","SI6",-0.040374,1,1,7
"N900_RS14020","1h","SI6",0.17254,1,1,7
"N900_RS14025","1h","SI6",-0.95433,1,1,7
"N900_RS14040","1h","SI6",-0.38434,1,1,7
"N900_RS14045","1h","SI6",-0.21983,1,1,7
"N900_RS14050","1h","SI6",0.12193,1,1,7
"N900_RS14055","1h","SI6",0.020929,1,1,7
"N900_RS14060","1h","SI6",0.13581,1,1,7
"N900_RS14065","1h","SI6",0.20347,1,1,7
"N900_RS14070","1h","SI6",0.43936,1,1,7
"N900_RS14075","1h","SI6",0.37351,1,1,7
"N900_RS14080","1h","SI6",-0.024672,1,1,7
"N900_RS14085","1h","SI6",-0.7364,1,1,7
"N900_RS14090","1h","SI6",-0.9182,1,1,7
"N900_RS14095","1h","SI6",-0.46412,1,1,7
"N900_RS14100","1h","SI6",0.30258,1,1,7
"N900_RS14105","1h","SI6",-0.094217,1,1,7
"N900_RS14110","1h","SI6",0.071983,1,1,7
"N900_RS14115","1h","SI6",-0.0026707,1,1,7
"N900_RS14120","1h","SI6",0.11084,1,1,7
"N900_RS14125","1h","SI6",-0.085687,1,1,7
"N900_RS14130","1h","SI6",0.012303,1,1,7
"N900_RS14135","1h","SI6",0.16408,1,1,7
"N900_RS14140","1h","SI6",-0.037856,1,1,7
"N900_RS14145","1h","SI6",0.042991,1,1,7
"N900_RS14150","1h","SI6",-0.03252,1,1,7
"N900_RS14155","1h","SI6",0.20418,1,1,7
"N900_RS14160","1h","SI6",0.12455,1,1,7
"N900_RS14165","1h","SI6",0.10149,1,1,7
"N900_RS14170","1h","SI6",-0.064519,1,1,7
"N900_RS14175","1h","SI6",-1.0548,1,1,7
"N900_RS14180","1h","SI6",0.08807,1,1,7
"N900_RS14185","1h","SI6",0.096243,1,1,7
"N900_RS14190","1h","SI6",-0.083699,1,1,7
"N900_RS14195","1h","SI6",-0.0091003,1,1,7
"N900_RS14200","1h","SI6",0.067921,1,1,7
"N900_RS14205","1h","SI6",0.080908,1,1,7
"N900_RS14210","1h","SI6",0.4121,1,1,7
"N900_RS14215","1h","SI6",0.040486,1,1,7
"N900_RS14220","1h","SI6",0.16044,1,1,7
"N900_RS14225","1h","SI6",0.14977,1,1,7
"N900_RS14230","1h","SI6",-0.13739,1,1,7
"N900_RS14235","1h","SI6",0.21208,1,1,7
"N900_RS14240","1h","SI6",0.094302,1,1,7
"N900_RS14245","1h","SI6",0.094019,1,1,7
"N900_RS14250","1h","SI6",0.043141,1,1,7
"N900_RS14255","1h","SI6",-0.069283,1,1,7
"N900_RS14260","1h","SI6",0.081858,1,1,7
"N900_RS14265","1h","SI6",-0.19059,1,1,7
"N900_RS14270","1h","SI6",0.96846,1,1,7
"N900_RS14275","1h","SI6",-0.12503,1,1,7
"N900_RS14280","1h","SI6",-0.045194,1,1,7
"N900_RS14285","1h","SI6",-0.17049,1,1,7
"N900_RS14290","1h","SI6",-0.25721,1,1,7
"N900_RS14295","1h","SI6",0.29617,1,1,7
"N900_RS14310","1h","SI6",0.18033,1,1,7
"N900_RS14315","1h","SI6",0.12769,1,1,7
"N900_RS14320","1h","SI6",-0.095673,1,1,7
"N900_RS14325","1h","SI6",0.055055,1,1,7
"N900_RS14330","1h","SI6",-0.022817,1,1,7
"N900_RS14335","1h","SI6",0.042702,1,1,7
"N900_RS14340","1h","SI6",-0.074874,1,1,7
"N900_RS14345","1h","SI6",0.13035,1,1,7
"N900_RS14350","1h","SI6",-0.035109,1,1,7
"N900_RS14355","1h","SI6",0.083591,1,1,7
"N900_RS14360","1h","SI6",-0.024436,1,1,7
"N900_RS14365","1h","SI6",-0.10799,1,1,7
"N900_RS14370","1h","SI6",0.011563,1,1,7
"N900_RS14375","1h","SI6",-0.13168,1,1,7
"N900_RS14380","1h","SI6",-0.1388,1,1,7
"N900_RS14385","1h","SI6",0.3119,1,1,7
"N900_RS14390","1h","SI6",-0.17233,1,1,7
"N900_RS14395","1h","SI6",0.13763,1,1,7
"N900_RS14400","1h","SI6",0.24296,1,1,7
"N900_RS14405","1h","SI6",-0.96073,1,1,7
"N900_RS14410","1h","SI6",-0.053924,1,1,7
"N900_RS14415","1h","SI6",0.19237,1,1,7
"N900_RS14425","1h","SI6",-0.17037,1,1,7
"N900_RS14430","1h","SI6",-0.0021157,1,1,7
"N900_RS14435","1h","SI6",-0.0064315,1,1,7
"N900_RS14440","1h","SI6",0.0095708,1,1,7
"N900_RS14455","1h","SI6",-0.32517,1,1,7
"N900_RS14460","1h","SI6",-0.055464,1,1,7
"N900_RS14465","1h","SI6",-0.36488,1,1,7
"N900_RS14470","1h","SI6",-0.03915,1,1,7
"N900_RS14475","1h","SI6",0.028438,1,1,7
"N900_RS14480","1h","SI6",-0.096309,1,1,7
"N900_RS14485","1h","SI6",-0.12221,1,1,7
"N900_RS14490","1h","SI6",-0.16326,1,1,7
"N900_RS14495","1h","SI6",-0.32645,1,1,7
"N900_RS14500","1h","SI6",-0.1726,1,1,7
"N900_RS14505","1h","SI6",-0.056092,1,1,7
"N900_RS14510","1h","SI6",-0.099914,1,1,7
"N900_RS14515","1h","SI6",-0.15844,1,1,7
"N900_RS14520","1h","SI6",0.2363,1,1,7
"N900_RS14525","1h","SI6",0.16113,1,1,7
"N900_RS14530","1h","SI6",-0.032509,1,1,7
"N900_RS14535","1h","SI6",-0.26651,1,1,7
"N900_RS14540","1h","SI6",-0.13704,1,1,7
"N900_RS14545","1h","SI6",0.15598,1,1,7
"N900_RS14550","1h","SI6",-0.14281,1,1,7
"N900_RS14555","1h","SI6",0.013844,1,1,7
"N900_RS14560","1h","SI6",0.027538,1,1,7
"N900_RS14565","1h","SI6",-0.19577,1,1,7
"N900_RS14570","1h","SI6",0.11218,1,1,7
"N900_RS14575","1h","SI6",0.048471,1,1,7
"N900_RS14580","1h","SI6",0.24889,1,1,7
"N900_RS14585","1h","SI6",0.28457,1,1,7
"N900_RS14590","1h","SI6",0.49635,1,1,7
"N900_RS14595","1h","SI6",-0.26818,1,1,7
"N900_RS14600","1h","SI6",-0.72289,1,1,7
"N900_RS14605","1h","SI6",-0.1631,1,1,7
"N900_RS14615","1h","SI6",-0.028321,1,1,7
"N900_RS14620","1h","SI6",-0.077523,1,1,7
"N900_RS14625","1h","SI6",-0.032247,1,1,7
"N900_RS14630","1h","SI6",-0.15682,1,1,7
"N900_RS14635","1h","SI6",0.022516,1,1,7
"N900_RS14640","1h","SI6",0.27513,1,1,7
"N900_RS14645","1h","SI6",-0.039752,1,1,7
"N900_RS14650","1h","SI6",-1.702,1,1,7
"N900_RS14655","1h","SI6",0.13979,1,1,7
"N900_RS14660","1h","SI6",-0.17939,1,1,7
"N900_RS14665","1h","SI6",0.0421,1,1,7
"N900_RS14670","1h","SI6",-0.16427,1,1,7
"N900_RS14675","1h","SI6",0.28359,1,1,7
"N900_RS14680","1h","SI6",-0.049357,1,1,7
"N900_RS14685","1h","SI6",-0.080091,1,1,7
"N900_RS14690","1h","SI6",-0.15965,1,1,7
"N900_RS14700","1h","SI6",-0.23339,1,1,7
"N900_RS14705","1h","SI6",-0.1701,1,1,7
"N900_RS14710","1h","SI6",0.11765,1,1,7
"N900_RS14715","1h","SI6",0.021723,1,1,7
"N900_RS14720","1h","SI6",-0.010932,1,1,7
"N900_RS14725","1h","SI6",-0.016734,1,1,7
"N900_RS14730","1h","SI6",-0.37225,1,1,7
"N900_RS14735","1h","SI6",-0.067853,1,1,7
"N900_RS14740","1h","SI6",-0.25847,1,1,7
"N900_RS14745","1h","SI6",0.11995,1,1,7
"N900_RS14750","1h","SI6",0.049609,1,1,7
"N900_RS14755","1h","SI6",-0.057918,1,1,7
"N900_RS14760","1h","SI6",-0.1152,1,1,7
"N900_RS14765","1h","SI6",-0.45301,1,1,7
"N900_RS14770","1h","SI6",0.2272,1,1,7
"N900_RS14775","1h","SI6",-0.094264,1,1,7
"N900_RS14785","1h","SI6",-0.091629,1,1,7
"N900_RS14795","1h","SI6",-0.11745,1,1,7
"N900_RS14800","1h","SI6",-0.050962,1,1,7
"N900_RS14805","1h","SI6",-0.16363,1,1,7
