"Gene","Time","Space","logFC","Cluster_DTW","Silhouette_DTW","Cluster_cosine","Silhouette_cosine","GeneName"
"N900_RS00630","3h","co",-0.38911,18,0.0892790063742175,8,-0.25610127882018,"N900_RS00630"
"N900_RS00635","3h","co",-2.1383,19,0.00298919235485979,15,0.164450032066797,"xerC"
"N900_RS00640","3h","co",-0.0088262,18,-0.0439168583631419,5,0.0556328576019285,"yigB"
"N900_RS00645","3h","co",0.78634,2,0.010577962517818,10,0.0355411549863045,"cdpA"
"N900_RS00650","3h","co",0.10193,13,-0.117800069160778,5,0.0598804276091999,"N900_RS00650"
"N900_RS00655","3h","co",-0.58474,20,-0.0534979146558764,7,0.0817895261660734,"membrane protein_2"
"N900_RS00660","3h","co",0.069849,18,0.0833775552811546,5,-0.0305635893926179,"N900_RS00660"
"N900_RS00665","3h","co",0.5277,18,-0.00213967830424374,10,-0.00912288483858691,"yigL"
"N900_RS00670","3h","co",0.62411,14,0.0439000542629388,2,-0.172908503082215,"ytpA"
"N900_RS00675","3h","co",0.73579,14,-0.0148821182134748,7,0.00718279042505936,"rhtB"
"N900_RS00680","3h","co",-0.98312,18,0.0463229684673788,17,-0.0428621720021905,"cdgJ_1"
"N900_RS00685","3h","co",0.34992,10,-0.0856680141107255,13,0.0756899720648444,"DNA starvation/stationary phase protection protein"
"N900_RS00690","3h","co",-0.1894,6,-0.125325314864106,14,0.0261733745494779,"N900_RS00690"
"N900_RS00695","3h","co",1.5004,10,-0.0390847625855422,6,-0.185666874799709,"N900_RS00695"
"N900_RS00705","3h","co",1.6718,13,0.0295267210443538,13,-0.0202015286920397,"Pseudogene_N900_RS00705"
"N900_RS00710","3h","co",0.4458,14,0.062173790193866,7,-0.037225534733448,"lysoplasmalogenase_1"
"N900_RS00715","3h","co",-0.30273,18,0.0410370704369712,7,0.0112087001042764,"N900_RS00715"
"N900_RS00720","3h","co",-0.42769,15,-0.0216552500898557,5,0.0586538840334668,"rsmD"
"N900_RS00730","3h","co",0.001926,5,0.162720086581804,13,-0.0219823798902622,"ftsE"
"N900_RS00735","3h","co",0.4633,4,0.0627021233559955,2,-0.205623495924922,"ftsX"
"N900_RS00745","3h","co",-0.28939,10,-0.1469625687127,10,0.0848514013090119,"sthA"
"N900_RS00750","3h","co",-0.172,2,-0.0450866940054376,10,-0.0354988182179609,"fabR"
"N900_RS00755","3h","co",0.025624,20,-0.0700404124064764,4,-0.058695725295137,"yijd"
"N900_RS00760","3h","co",0.46567,14,0.0600331732590209,7,0.0156467207273017,"trmA"
"N900_RS00765","3h","co",0.075174,18,-0.0165964866392269,13,0.26028343316678,"btuB"
"N900_RS00770","3h","co",-0.030086,4,-0.0546868876257241,5,-0.0363468909145309,"S8 family peptidase"
"N900_RS00780","3h","co",0.11379,9,0.000398416938361266,10,-0.064066242565355,"RNA-binding protein"
"N900_RS00810","3h","co",-0.3292,18,0.0455045007921518,2,-0.0895335482034481,"add"
"N900_RS00815","3h","co",0.81654,2,-0.055126694312803,2,-0.212663845580134,"N900_RS00815"
"N900_RS00820","3h","co",0.61037,10,0.0162909972682941,10,0.112277228542065,"ntrC"
"N900_RS00825","3h","co",-0.40704,4,-0.023258516078664,2,-0.223184228738273,"ntrB"
"N900_RS00830","3h","co",-0.4686,20,-0.0646101084375669,17,-0.120144647070385,"N900_RS00830"
"N900_RS00835","3h","co",-0.27766,8,0.0105701438464722,1,0.17499046048462,"glnA"
"N900_RS00840","3h","co",0.30493,7,0.0138077128559121,10,0.00877950249674576,"N900_RS00840"
"N900_RS00845","3h","co",-0.3546,18,0.0318772691581072,5,0.119810571716949,"typA"
"N900_RS00850","3h","co",-0.067707,14,0.0506238547042383,4,0.0173557350630066,"ATPase"
"N900_RS00855","3h","co",-0.3055,18,0.0629514030909113,7,0.0775550341238226,"VC0395_A2314_BLAST"
"N900_RS00860","3h","co",0.9854,14,0.00760097270849942,10,0.0287253188404163,"dtd"
"N900_RS00865","3h","co",-0.34062,18,0.0545334681236642,7,0.136441836611165,"GNAT family N-acetyltransferase_2"
"N900_RS00870","3h","co",0.068842,4,0.0217166560984288,13,0.180778650173432,"asma_2"
"N900_RS00875","3h","co",0.33005,7,0.0724258375845846,10,-0.0105513066782567,"pckA"
"N900_RS00880","3h","co",-1.0205,6,0.0129391546630619,14,-0.0331222657921711,"hslo"
"N900_RS00885","3h","co",0.57192,7,-0.0473967248471965,13,0.0840025676346133,"hslR"
"N900_RS00890","3h","co",-0.52137,9,0.0227670981578742,9,-0.0983515982372762,"gspC"
"N900_RS00895","3h","co",0.63287,3,0.423105408507641,1,0.248696283040447,"gspD"
"N900_RS00900","3h","co",0.80186,3,0.46261739113079,1,0.219912889831077,"gspE"
"N900_RS00905","3h","co",0.72619,3,0.453776034414856,1,0.118472039087545,"gspF"
"N900_RS00910","3h","co",1.7338,3,0.460001532505972,1,0.155512349082945,"gspG"
"N900_RS00915","3h","co",0.96834,20,0.0143611520333824,4,0.000621923186454074,"epsH"
"N900_RS00920","3h","co",1.2888,3,0.485864972794387,1,0.211717257499429,"gspI"
"N900_RS00925","3h","co",-1.9114e-05,5,0.16180072304508,3,-0.0346280504609113,"gspJ"
"N900_RS00930","3h","co",-0.0042401,8,0.0206401262178418,1,0.409989871347048,"epsK"
"N900_RS00940","3h","co",0.13392,8,0.0958878313285543,1,0.296596116028904,"epsM"
"N900_RS00945","3h","co",-0.1818,9,0.000199933672171096,5,0.0626276122277729,"epsN"
"N900_RS00950","3h","co",-0.46134,16,0.0139752990956322,18,0.00064215860448501,"cysQ"
"N900_RS00955","3h","co",0.44912,7,-0.0238940473939564,5,-0.008066309641193,"nudE"
"N900_RS00960","3h","co",-1.8579,19,-0.0361454989725478,15,0.345095136678367,"nfua"
"N900_RS00970","3h","co",-0.47662,19,-0.00850253527710752,14,0.0698507801301778,"bioH"
"N900_RS00975","3h","co",-0.19796,4,-0.0160461756953431,7,-0.0132322847477659,"N900_RS00975"
"N900_RS00980","3h","co",-0.32711,4,0.0281549462434051,13,0.152919727165474,"yhgF"
"N900_RS00985","3h","co",0.47152,2,-0.018822026435585,13,0.17504907995207,"greB"
"N900_RS00990","3h","co",0.49783,2,0.0143575594929684,4,-0.0239399784407691,"ompR"
"N900_RS00995","3h","co",0.1291,9,0.00937824967259454,5,0.0870636331787568,"envZ"
"N900_RS01000","3h","co",0.46843,14,0.0191806362534777,10,0.0768627895625332,"xanP_BLAST"
"N900_RS01005","3h","co",0.17378,9,0.0385265949744953,7,-0.00751248871128469,"recG"
"N900_RS01015","3h","co",0.1582,10,-0.0384510734306806,10,0.0502941052413762,"rpoZ"
"N900_RS01025","3h","co",0.59849,2,-0.0160877319533495,7,0.0457722169903644,"yhhQ"
"N900_RS01030","3h","co",0.058879,14,0.0611759632412935,7,-0.0314383506827716,"actP"
"N900_RS01035","3h","co",-0.097909,20,-0.039166167081689,9,-0.0422708438051293,"N900_RS01035"
"N900_RS01040","3h","co",-0.081173,14,-0.0350268943809083,9,-0.21999134063088,"nhaP2"
"N900_RS01045","3h","co",-0.11112,10,0.00484596728530416,6,-0.0717340373299071,"narL"
"N900_RS01050","3h","co",0.3428,15,0.00361807410751925,8,-0.131467450403904,"dsbd"
"N900_RS01065","3h","co",0.81565,4,-0.0252309598918174,5,-0.00339796797515251,"dcuA"
"N900_RS01070","3h","co",-1.655,12,0.00304419581821274,15,0.0696701236222981,"aspA"
"N900_RS01075","3h","co",-0.072421,4,0.0107857167455621,7,-0.0584331199702524,"N900_RS01075"
"N900_RS01080","3h","co",0.41713,10,-0.0586364903758267,10,-0.000754990169119507,"fxsA"
"N900_RS01085","3h","co",0.48287,2,-0.0112901118697069,4,0.013294545387673,"trmL"
"N900_RS01090","3h","co",-0.64862,9,-0.0203967518687166,9,-0.0732919650865823,"superoxide dismutase"
"N900_RS01095","3h","co",-0.41512,16,0.0264119236545651,8,0.0121550495005177,"cpxA"
"N900_RS01100","3h","co",-0.32037,5,0.0215858572474332,3,0.0282900877403975,"cpxR"
"N900_RS01105","3h","co",0.39399,2,0.0266096886868405,4,-0.0687228470526649,"cpxp"
"N900_RS01110","3h","co",-0.42637,15,-0.105671808290313,7,0.0965947482114146,"fieF"
"N900_RS01115","3h","co",0.85554,3,0.284377126671459,1,0.172668564464764,"pfkA"
"N900_RS01120","3h","co",0.071325,4,0.0180954795018163,17,-0.235143965280282,"glpX"
"N900_RS01125","3h","co",-0.83977,12,0.016993208749267,15,0.0492850928701873,"zapB"
"N900_RS01130","3h","co",0.2787,18,-0.0259738374461754,7,0.0705157332638829,"metF"
"N900_RS01135","3h","co",0.28534,14,0.0142855270317474,7,-0.0821584052072872,"metL"
"N900_RS01140","3h","co",0.11534,13,-0.157404793383195,13,0.0539061134782502,"metB"
"N900_RS01145","3h","co",1.2322,10,0.048276443513951,6,-0.0622515046768174,"metJ"
"N900_RS01150","3h","co",0.37007,14,0.0369470142563313,7,-0.060311287097891,"maeB"
"N900_RS01155","3h","co",0.22781,4,0.0609709961822834,1,0.401253961719044,"rpmE"
"N900_RS01165","3h","co",-0.25469,14,0.0141752768334405,13,0.102730407843428,"cytR"
"N900_RS01175","3h","co",0.32022,2,-0.0239963565081098,5,0.00740810287368803,"hslV"
"N900_RS01180","3h","co",-0.47091,15,0.0622575558912993,6,0.0127316142629311,"hslU"
"N900_RS01185","3h","co",0.70412,3,0.00981256460481836,4,0.00578862428793616,"menA"
"N900_RS01190","3h","co",-0.12286,9,0.0178893713614968,6,-0.232563824480142,"rraA"
"N900_RS01195","3h","co",0.6415,20,-0.0323809133664951,5,0.166317317681718,"norM_1"
"N900_RS01200","3h","co",1.1353,3,0.19610073439242,1,0.21892151309405,"tpiA"
"N900_RS01205","3h","co",-0.17965,18,0.0212914315560997,13,0.0840831944706781,"5-carboxymethyl-2-hydroxymuconate Delta-isomerase"
"N900_RS01210","3h","co",0.69385,2,-0.0559738682258696,10,0.0983263854749466,"N900_RS01210"
"N900_RS01215","3h","co",-0.2414,2,-0.0160707641903043,7,-0.0476549645019277,"N900_RS01215"
"N900_RS01220","3h","co",0.24477,10,-0.0318262683877413,13,0.0804034401775967,"transcriptional regulator_1"
"N900_RS01235","3h","co",0.023305,18,0.00443569258448755,8,-0.112361964022108,"N900_RS01235"
"N900_RS01240","3h","co",0.47931,13,0.0398860367521146,1,0.0802314585675717,"epmB"
"N900_RS01245","3h","co",0.33444,6,-0.0876875426488224,16,0.0538911515576614,"efp"
"N900_RS01250","3h","co",0.12536,7,-0.0276631676320286,10,0.103857498415827,"frdD"
"N900_RS01255","3h","co",0.20248,7,0.0195353567638796,6,-0.114976557335982,"frdC"
"N900_RS01260","3h","co",0.65,7,0.00498105408746962,4,0.0698691122083631,"frdB"
"N900_RS01265","3h","co",-0.16083,7,0.0450759407972054,4,0.0379883133705256,"frdA"
"N900_RS01270","3h","co",0.011498,6,0.0328812892939826,15,0.253644099515376,"epmA"
"N900_RS01275","3h","co",-0.75888,12,0.050115573812885,12,-0.0346577684058247,"yibN"
"N900_RS01280","3h","co",-0.2172,11,-0.0287712374375558,12,0.0395777611034424,"secB"
"N900_RS01285","3h","co",-0.057888,8,0.0997903125056236,1,0.42751315240494,"gpsA"
"N900_RS01290","3h","co",0.84959,3,0.444937464755037,1,0.119568260278697,"cysE"
"N900_RS01295","3h","co",0.62246,1,-0.0222196134914875,14,-0.0710301470089657,"PadR family transcriptional regulator"
"N900_RS01300","3h","co",0.11169,9,-0.0173453321371698,10,-0.0328104980791365,"ppc"
"N900_RS01305","3h","co",0.98704,2,0.00236633934615387,7,0.0899618045398253,"argE"
"N900_RS01310","3h","co",-0.14952,18,0.0734781536328889,7,0.14593802647476,"argC"
"N900_RS01315","3h","co",1.119,14,0.0344868966221393,10,0.0996266475451598,"argB"
"N900_RS01320","3h","co",-0.24149,11,-0.00494080907932683,14,0.0872587978483909,"argG"
"N900_RS01325","3h","co",0.17438,12,-0.0409755106209298,2,-0.0258214926113507,"argH"
"N900_RS01330","3h","co",0.39625,13,0.0156476412760029,10,0.0111107736740644,"N900_RS01330"
"N900_RS01335","3h","co",0.45867,4,-0.0127324557692082,2,-0.119290269025777,"lpd"
"N900_RS01340","3h","co",0.38722,20,-0.0278363803389699,9,-0.219284240532123,"glutathione peroxidase"
"N900_RS01345","3h","co",0.68365,3,-0.0659264360756571,6,-0.229830814197508,"oxyR"
"N900_RS01355","3h","co",0.373,2,0.0213069438728633,4,-0.0768480550929912,"pilM"
"N900_RS01360","3h","co",-0.17686,14,0.000142362464439884,7,0.0568612440419169,"pilus assembly protein PilN"
"N900_RS01370","3h","co",0.76174,4,-0.0345903232593548,10,0.0565812089841964,"PilP"
"N900_RS01375","3h","co",0.48316,16,-0.099477592154104,7,0.10208757530956,"fimbrial assembly protein"
"N900_RS01380","3h","co",-1.1821,6,0.162898540872382,16,-0.034501855126339,"aroK"
"N900_RS01385","3h","co",0.15498,11,-0.0138893475020195,14,0.0546919370284108,"aroB"
"N900_RS01390","3h","co",-0.0075143,16,-0.125258491002245,18,-0.229782877127554,"damX_1"
"N900_RS01400","3h","co",-0.57352,8,0.106747297093569,16,0.160303021980592,"ribulose-phosphate 3-epimerase"
"N900_RS01405","3h","co",-0.41011,9,0.00997145086880679,10,0.021593942804689,"gph"
"N900_RS01415","3h","co",-0.13791,20,-0.0649254211840593,9,0.0545535782899767,"ABC transporter substrate-binding protein_8"
"N900_RS01420","3h","co",0.57385,14,0.037444697174229,10,0.0351067211840831,"xds_1"
"N900_RS01425","3h","co",-0.32409,12,0.0372942267252105,19,-0.016195267635281,"rimO"
"N900_RS01430","3h","co",0.62157,18,-0.0147230732284809,7,-0.0456910263514814,"trpG_1"
"N900_RS01435","3h","co",-0.32686,18,0.0493977865216535,17,-0.0626281606837848,"aruC"
"N900_RS01440","3h","co",-0.012378,14,0.0264573697991003,13,0.238120985204132,"astA"
"N900_RS01445","3h","co",-0.13678,16,-0.100746994543551,13,0.230813186227517,"astD"
"N900_RS01450","3h","co",0.40301,5,-0.0200658404821281,5,0.0562117100787282,"N900_RS01450"
"N900_RS01455","3h","co",1.8934,3,0.460950169530235,1,0.0713549309265195,"crp"
"N900_RS01460","3h","co",-0.33595,16,-0.0409202697853312,8,-0.0215499693738961,"cfxP"
"N900_RS01465","3h","co",0.12384,10,0.0337748192766423,10,0.0359039766002361,"VC_2612_BLAST"
"N900_RS01470","3h","co",0.17725,11,-0.0671306763052283,12,0.0243898755500082,"hydrolase"
"N900_RS01475","3h","co",-0.26239,16,0.0443229878969882,9,0.0374025608060326,"N900_RS01475"
"N900_RS01480","3h","co",0.68128,4,-0.0388066635079969,5,0.0156780701926763,"yheS"
"N900_RS01485","3h","co",0.79047,2,-0.013295472901112,10,-0.0261401303998905,"kefG"
"N900_RS01490","3h","co",0.22294,16,0.00190911412674423,19,-0.250839373387693,"kefB"
"N900_RS01495","3h","co",0.29823,20,-0.0219994934754443,4,0.0379551918779171,"metal-binding protein"
"N900_RS01500","3h","co",0.14512,7,0.0166978056416069,10,0.0379224343433189,"slyD"
"N900_RS01505","3h","co",-0.33833,4,0.0319029183645941,5,-0.112541608000618,"iaaA"
"N900_RS01515","3h","co",-0.71306,19,0.086912307280513,14,-0.106309326229452,"motX_BLAST"
"N900_RS01520","3h","co",0.27384,14,0.0644988250030025,5,0.0170624491533405,"N900_RS01520"
"N900_RS01525","3h","co",-0.25724,14,-0.0184885057073689,7,0.0326747171620462,"rnr"
"N900_RS01530","3h","co",-0.8131,16,-0.0603662372321412,18,-0.111129702441301,"rlmB"
"N900_RS01675","3h","co",0.36306,16,-0.0833451434753022,18,-0.294859066413546,"N900_RS01675"
"N900_RS01680","3h","co",-0.55953,5,-0.00806837284187386,6,-0.00742727537872037,"fklB"
"N900_RS01685","3h","co",-0.024297,18,0.0122169953164822,9,-0.138946034944314,"LysM"
"N900_RS01690","3h","co",-0.021763,16,5.60697576376774e-05,18,-0.0473724700737113,"eamA_6"
"N900_RS01695","3h","co",0.38725,7,-0.0292979977551462,7,-0.0226120938524825,"elaA"
"N900_RS01700","3h","co",-0.21882,16,0.0128173804184404,9,0.0101282555588598,"dbpA"
"N900_RS01705","3h","co",-0.57502,11,-0.0285387080040233,12,0.0603458719420095,"Crp/Fnr family transcriptional regulator_1"
"N900_RS01710","3h","co",0.086711,4,-0.0432961582625115,5,0.0171747887669282,"cpdB"
"N900_RS01715","3h","co",-0.34649,10,-0.154756347680273,6,-0.13496516258875,"cobA"
"N900_RS01720","3h","co",0.18598,13,-0.0631733722909,7,-0.026033863511282,"cysD"
"N900_RS01725","3h","co",0.31101,2,-0.000222218484414042,10,-0.0332940061734484,"cysN"
"N900_RS01730","3h","co",-0.6483,5,0.0506461830101504,6,0.07081533395188,"cysC"
"N900_RS01735","3h","co",-0.089416,10,0.00557385730893008,10,0.057643829126141,"N900_RS01735"
"N900_RS01740","3h","co",-0.31474,5,-0.00941882408577072,11,0.137315465416911,"N900_RS01740"
"N900_RS01745","3h","co",0.29254,2,-0.017900915358515,7,0.0368357113107426,"ABC transporter permease_2"
"N900_RS01750","3h","co",0.33633,10,0.0154425993451509,6,-0.0953476745430561,"yknY_1"
"N900_RS01755","3h","co",1.8007,10,0.0142749945896294,6,-0.171788941939269,"N900_RS01755"
"N900_RS01760","3h","co",-0.12971,14,0.0136434632118306,4,0.0711328780975325,"N900_RS01760"
"N900_RS01765","3h","co",-0.62353,13,-0.10112814521653,9,-0.0200691605558258,"ytfj"
"N900_RS01770","3h","co",-0.19941,2,-0.0234180386735979,13,0.152003987709682,"msrA"
"N900_RS01775","3h","co",-0.70985,16,-0.0508404307403571,3,-0.064333759436908,"outer membrane protein assembly factor"
"N900_RS01780","3h","co",-0.97187,16,0.0194967659797119,8,0.116388487013911,"tamb"
"N900_RS01785","3h","co",0.15721,14,0.0296987174109542,10,-0.0434146232501205,"ytfP"
"N900_RS01795","3h","co",-0.41985,13,-0.0606261718882629,2,-0.114185861805139,"fbp"
"N900_RS01800","3h","co",1.4447,13,-0.0604078295659496,4,0.0888610546002869,"N900_RS01800"
"N900_RS01805","3h","co",0.40988,20,-0.00746819659870591,5,0.0613604614762433,"mpl"
"N900_RS01815","3h","co",-0.011644,8,-0.0124035550187081,17,0.00552373260158793,"thiB"
"N900_RS01820","3h","co",-1.1085,20,-0.0719934902747293,5,0.0158015309459414,"thiP"
"N900_RS01825","3h","co",-0.77248,16,0.00893359738502435,18,-0.0731879423431584,"thiQ"
"N900_RS01830","3h","co",1.3694,4,0.0191688505922103,2,-0.146373964896121,"darP"
"N900_RS01835","3h","co",0.77001,10,-0.147686677001433,10,0.0491446951840921,"pmbA"
"N900_RS01840","3h","co",1.5656,7,0.0542695971112513,4,0.121067608402388,"mgtE_1"
"N900_RS01845","3h","co",-0.27946,14,-0.0243826004049449,10,-0.060606626335991,"ptsO"
"N900_RS01850","3h","co",-0.34801,10,0.0815513279999414,10,0.0533636941615188,"rapZ"
"N900_RS01855","3h","co",1.0305,7,-0.0205184230291359,4,0.0695268739284873,"ptsN"
"N900_RS01860","3h","co",-0.26685,9,0.0330032197330977,7,0.0147841727190887,"hpf"
"N900_RS01865","3h","co",-0.05544,19,0.0300180030574966,14,-0.106599142810749,"rpoN"
"N900_RS01885","3h","co",-1.05,12,0.064057114876238,3,-0.0173177909147594,"kdsC"
"N900_RS01895","3h","co",-0.4713,12,0.0368370302330812,17,0.0429257138832679,"calcium/sodium antiporter"
"N900_RS01900","3h","co",0.42023,5,0.0116718108316435,17,-0.0193499091726093,"N900_RS01900"
"N900_RS01905","3h","co",1.1649,7,0.0134236094492311,4,0.0826508480849697,"mlaF"
"N900_RS01910","3h","co",1.2487,10,0.0177854546997023,2,-0.169640572364953,"mlaE"
"N900_RS01915","3h","co",-0.10661,7,0.0498193005813335,10,0.0262937166994352,"mlaD"
"N900_RS01920","3h","co",-0.18565,14,0.010466599609798,5,0.0805371709251879,"mlaC"
"N900_RS01925","3h","co",0.2237,14,0.0352355917780275,4,-0.0152220018655879,"anti-sigma B factor antagonist, putative"
"N900_RS01930","3h","co",0.13715,9,-0.0194164596574439,13,0.152688872738872,"ibaG"
"N900_RS01945","3h","co",-0.86497,6,-0.0128454051018641,14,-0.0583406242864543,"rida"
"N900_RS01950","3h","co",-0.18268,9,-0.00971971991978675,13,0.174755263969348,"pyrI"
"N900_RS01955","3h","co",-0.10598,6,-0.049830262118644,14,-0.0242374985555302,"pyrB"
"N900_RS01965","3h","co",0.41199,14,0.0287672475371658,13,0.0416601000245564,"argF"
"N900_RS01970","3h","co",0.29344,2,0.0133788292335386,4,-0.17310749185922,"N900_RS01970"
"N900_RS01975","3h","co",0.07898,12,0.0124515373057583,19,-0.00689954532348019,"N900_RS01975"
"N900_RS01980","3h","co",-0.49536,9,0.0418245199446177,10,-0.0263630751790102,"rapA"
"N900_RS01985","3h","co",0.30105,13,-0.0707891446769032,10,0.0730012313806603,"rluA"
"N900_RS01990","3h","co",0.013848,7,-0.0135060360526337,5,-0.0113475009022686,"hepA"
"N900_RS02000","3h","co",0.21013,13,-0.115455550606881,5,0.0110006136449835,"holC"
"N900_RS02005","3h","co",1.7132,13,0.00789560695791145,4,0.0388948899213698,"pepA"
"N900_RS02020","3h","co",0.20192,14,0.0338753814707194,5,0.0566974568176242,"N900_RS02020"
"N900_RS02030","3h","co",-0.052892,14,0.0190328609243932,7,0.0857961200768911,"rpfG"
"N900_RS02070","3h","co",-0.00021348,14,-0.00247080670051834,10,0.0672627093576282,"N900_RS02070"
"N900_RS02075","3h","co",-0.030544,15,-0.0473892477253137,5,0.0867040373350604,"leuD"
"N900_RS02080","3h","co",-0.17246,4,-0.0180019781511457,7,-0.0068215323814367,"leuC"
"N900_RS02085","3h","co",0.25731,2,-0.00849745872908583,4,-0.0169793638971969,"leuB"
"N900_RS02090","3h","co",0.053411,18,0.0811334316513431,9,-0.089520625695522,"leuA"
"N900_RS02095","3h","co",-0.41115,14,0.0146099287784904,7,0.0892939966351097,"tetr_1"
"N900_RS02100","3h","co",-0.017179,8,-0.0333960566934495,8,-0.0424685606824046,"N900_RS02100"
"N900_RS02105","3h","co",-0.47114,4,-0.0108855183895826,13,0.172697374350453,"glycosyl transferase_1"
"N900_RS02110","3h","co",-0.29358,20,-0.0315140224981282,2,-0.0711058178270079,"leuO"
"N900_RS02115","3h","co",-0.17927,20,-0.0816895312414013,18,0.0195932192389327,"long-chain fatty acid--CoA ligase"
"N900_RS02120","3h","co",-0.1976,4,0.0231570332270926,7,0.0564890522854146,"ilvI"
"N900_RS02125","3h","co",0.077365,2,-0.049004259496225,13,0.231519725122259,"ilvN"
"N900_RS02130","3h","co",-0.082445,9,0.0383816338552268,9,-0.17932093823643,"serA"
"N900_RS02135","3h","co",0.5433,3,0.355175190893805,1,0.273137865821515,"rpiA"
"N900_RS02140","3h","co",1.2222,13,0.0211998739470689,4,0.0330998130502742,"ygfA"
"N900_RS02145","3h","co",-0.24953,12,0.0597172731210306,14,0.0221410230319519,"zapa"
"N900_RS02150","3h","co",0.44528,2,-0.00319255592412707,4,-0.00935330450290864,"VC0395_A2053_BLAST"
"N900_RS02175","3h","co",0.20301,9,0.0368693735955085,6,-0.16006533479873,"sdhE"
"N900_RS02180","3h","co",1.1209,10,-0.0595432628496606,6,-0.140673872431446,"cptA"
"N900_RS02185","3h","co",0.26522,7,-0.0423161045527008,4,0.062366730693392,"nadB"
"N900_RS02190","3h","co",0.4225,2,-0.0010380142108938,13,0.218791956163686,"N900_RS02190"
"N900_RS02200","3h","co",-0.86635,8,0.196323718593392,1,0.335799458730619,"rsea"
"N900_RS02205","3h","co",-0.33279,8,0.137136339327798,1,0.435275462311371,"rseB"
"N900_RS02215","3h","co",-0.41122,19,-0.00183811509850772,14,-0.104292403473896,"lepA"
"N900_RS02225","3h","co",2.2174,3,0.469441826936175,1,0.0960274872738805,"ribonuclease III"
"N900_RS02235","3h","co",0.29019,2,-0.0225334785948868,6,-0.24443650498193,"recO"
"N900_RS02250","3h","co",0.26064,5,0.021374384375654,2,-0.0466875237116401,"N900_RS02250"
"N900_RS02255","3h","co",0.13671,14,-0.0341178289615816,7,0.125231134570924,"N900_RS02255"
"N900_RS02260","3h","co",-0.028995,14,0.0569187470695796,4,0.0391034840364955,"sensor domain-containing diguanylate cyclase_2"
"N900_RS02265","3h","co",-0.95825,19,0.0659382159797561,14,-0.17839869502026,"barA"
"N900_RS02270","3h","co",-0.22076,18,0.0565347440572002,7,0.130639934289147,"rlmD"
"N900_RS02275","3h","co",-0.74356,16,0.0189624649343656,3,-0.238134237014896,"relA"
"N900_RS02280","3h","co",0.34376,18,0.0250097451331336,17,-0.246893063364346,"mazG"
"N900_RS02295","3h","co",-0.62812,5,-0.0673686085055598,17,0.104673149911049,"cca"
"N900_RS02300","3h","co",-0.022475,9,0.0427924279513349,7,0.016902151479841,"exeA"
"N900_RS02305","3h","co",-0.50477,15,-0.0110454110556638,6,-0.019414668579998,"gspb"
"N900_RS02310","3h","co",-0.30245,5,-0.0876859737351808,7,0.124437218165656,"N900_RS02310"
"N900_RS02315","3h","co",-0.12066,3,0.118895651201641,4,0.117742710576737,"inorganic phosphate transporter"
"N900_RS02320","3h","co",0.13978,16,-0.00475636683608751,17,-0.0347641948191292,"HI_1603_BLAST"
"N900_RS02325","3h","co",0.15933,9,0.0292676314787501,9,-0.109212774135858,"ygiF"
"N900_RS02330","3h","co",0.27183,9,-0.0083207861721566,10,0.0131927938429634,"methyl-accepting chemotaxis protein_15"
"N900_RS02335","3h","co",0.23349,2,0.0305961322304826,10,-0.107968910891753,"glnE"
"N900_RS02340","3h","co",-0.97834,6,0.100358409140193,16,0.360846921944463,"hldE"
"N900_RS02345","3h","co",-2.5866,6,0.0380836778692542,15,0.221997628705203,"tolC"
"N900_RS02350","3h","co",0.025099,18,0.0751413543128556,9,-0.170178832312755,"nudF_1"
"N900_RS02355","3h","co",-0.5288,16,0.0103040998536537,8,0.145047030009903,"N900_RS02355"
"N900_RS02360","3h","co",0.14361,11,-0.0555719609913518,17,0.025937388573257,"cpdA"
"N900_RS02365","3h","co",-0.22673,18,0.00674096099324456,3,0.0371673167922593,"yqiA"
"N900_RS02380","3h","co",0.047015,9,0.0420887448136001,5,0.0750794091757919,"yacG"
"N900_RS02385","3h","co",-0.78236,16,0.0487013706840983,18,-0.0580331110083211,"zapD"
"N900_RS02395","3h","co",0.81273,3,0.415014226157423,1,0.138244506610345,"pilD"
"N900_RS02400","3h","co",0.13949,2,-0.00197321460595107,10,-0.104940435902093,"pilC"
"N900_RS02405","3h","co",-0.31667,12,0.0990454385385787,19,-0.0339691790595099,"pilB"
"N900_RS02410","3h","co",0.47922,2,0.0435718906499052,10,-0.0736304040803848,"pilA"
"N900_RS02415","3h","co",0.12185,14,0.00550647683592732,9,-0.0173148553829993,"nadC_1"
"N900_RS02420","3h","co",-0.97809,11,-0.00157462498563716,14,-0.029890768399988,"ampD"
"N900_RS02425","3h","co",-0.090792,4,0.0638860328513003,2,-0.15754504644063,"fldB"
"N900_RS02430","3h","co",-0.67181,11,0.0322749072921013,16,0.0205907371103161,"xerd"
"N900_RS02435","3h","co",-0.28879,19,-0.0652319993479408,19,0.108240047133302,"dsbC"
"N900_RS02440","3h","co",0.14321,20,0.0060211270201735,2,-0.0619459600535759,"recJ"
"N900_RS02445","3h","co",0.16444,20,-0.0212391092204286,5,0.125269868901826,"yfkN"
"N900_RS02450","3h","co",-0.23075,5,-0.0681929657416518,6,-0.0892894278005389,"pdhR"
"N900_RS02455","3h","co",-1.064,8,0.0178775122010777,16,0.287919156386703,"aceE"
"N900_RS02460","3h","co",0.47304,8,0.120421294850817,1,0.35472568500469,"aceF"
"N900_RS02470","3h","co",-0.83081,5,0.0201307631652355,9,0.0471955508523533,"rsmH"
