"Gene","Time","Space","logFC","Cluster_DTW","Silhouette_DTW","Cluster_cosine","Silhouette_cosine","GeneName"
"N900_RS00570","1h","SI2",1.6434,20,-0.0686878085672321,17,-0.119638347056758,"N900_RS00570"
"N900_RS00575","1h","SI2",0.32452,17,-0.189348230933116,4,0.0406701153687848,"hemN"
"N900_RS00580","1h","SI2",-0.1684,5,-0.0479078862528166,11,0.0584934653269175,"hemy"
"N900_RS00585","1h","SI2",0.91006,4,0.0286809206556336,7,0.0344932001274566,"HemX"
"N900_RS00600","1h","SI2",-2.1554,5,0.0585007704012042,12,-0.0608847831976278,"N900_RS00600"
"N900_RS00605","1h","SI2",0.32239,8,0.0740362761585659,1,0.374573124302416,"class I adenylate cyclase"
"N900_RS00610","1h","SI2",-0.85855,8,0.0920008358760082,16,0.101560518896861,"cyaY"
"N900_RS00615","1h","SI2",0.11532,4,-0.0454667446869472,4,-0.0110935072346634,"lipoprotein"
"N900_RS00620","1h","SI2",0.98686,6,-0.054790958545435,14,-0.0356471924408478,"lysA"
"N900_RS00630","1h","SI2",1.6843,18,0.0892790063742175,8,-0.25610127882018,"N900_RS00630"
"N900_RS00635","1h","SI2",-0.09301,19,0.00298919235485979,15,0.164450032066797,"xerC"
"N900_RS00640","1h","SI2",1.6108,18,-0.0439168583631419,5,0.0556328576019285,"yigB"
"N900_RS00645","1h","SI2",2.0378,2,0.010577962517818,10,0.0355411549863045,"cdpA"
"N900_RS00650","1h","SI2",0.41187,13,-0.117800069160778,5,0.0598804276091999,"N900_RS00650"
"N900_RS00655","1h","SI2",1.3146,20,-0.0534979146558764,7,0.0817895261660734,"membrane protein_2"
"N900_RS00660","1h","SI2",1.2807,18,0.0833775552811546,5,-0.0305635893926179,"N900_RS00660"
"N900_RS00665","1h","SI2",0.064767,18,-0.00213967830424374,10,-0.00912288483858691,"yigL"
"N900_RS00670","1h","SI2",1.4693,14,0.0439000542629388,2,-0.172908503082215,"ytpA"
"N900_RS00675","1h","SI2",1.1912,14,-0.0148821182134748,7,0.00718279042505936,"rhtB"
"N900_RS00680","1h","SI2",0.81405,18,0.0463229684673788,17,-0.0428621720021905,"cdgJ_1"
"N900_RS00685","1h","SI2",0.87025,10,-0.0856680141107255,13,0.0756899720648444,"DNA starvation/stationary phase protection protein"
"N900_RS00690","1h","SI2",0.26226,6,-0.125325314864106,14,0.0261733745494779,"N900_RS00690"
"N900_RS00695","1h","SI2",1.5907,10,-0.0390847625855422,6,-0.185666874799709,"N900_RS00695"
"N900_RS00705","1h","SI2",1.0428,13,0.0295267210443538,13,-0.0202015286920397,"Pseudogene_N900_RS00705"
"N900_RS00710","1h","SI2",1.5421,14,0.062173790193866,7,-0.037225534733448,"lysoplasmalogenase_1"
"N900_RS00715","1h","SI2",-0.015693,18,0.0410370704369712,7,0.0112087001042764,"N900_RS00715"
"N900_RS00720","1h","SI2",-0.20254,15,-0.0216552500898557,5,0.0586538840334668,"rsmD"
"N900_RS00730","1h","SI2",0.0027176,5,0.162720086581804,13,-0.0219823798902622,"ftsE"
"N900_RS00735","1h","SI2",1.2643,4,0.0627021233559955,2,-0.205623495924922,"ftsX"
"N900_RS00745","1h","SI2",0.67618,10,-0.1469625687127,10,0.0848514013090119,"sthA"
"N900_RS00750","1h","SI2",0.16569,2,-0.0450866940054376,10,-0.0354988182179609,"fabR"
"N900_RS00755","1h","SI2",0.24542,20,-0.0700404124064764,4,-0.058695725295137,"yijd"
"N900_RS00760","1h","SI2",2.0622,14,0.0600331732590209,7,0.0156467207273017,"trmA"
"N900_RS00765","1h","SI2",0.23374,18,-0.0165964866392269,13,0.26028343316678,"btuB"
"N900_RS00770","1h","SI2",0.77078,4,-0.0546868876257241,5,-0.0363468909145309,"S8 family peptidase"
"N900_RS00780","1h","SI2",0.56945,9,0.000398416938361266,10,-0.064066242565355,"RNA-binding protein"
"N900_RS00810","1h","SI2",1.495,18,0.0455045007921518,2,-0.0895335482034481,"add"
"N900_RS00815","1h","SI2",1.754,2,-0.055126694312803,2,-0.212663845580134,"N900_RS00815"
"N900_RS00820","1h","SI2",1.521,10,0.0162909972682941,10,0.112277228542065,"ntrC"
"N900_RS00825","1h","SI2",0.24875,4,-0.023258516078664,2,-0.223184228738273,"ntrB"
"N900_RS00830","1h","SI2",0.97551,20,-0.0646101084375669,17,-0.120144647070385,"N900_RS00830"
"N900_RS00835","1h","SI2",-0.76737,8,0.0105701438464722,1,0.17499046048462,"glnA"
"N900_RS00840","1h","SI2",1.2977,7,0.0138077128559121,10,0.00877950249674576,"N900_RS00840"
"N900_RS00845","1h","SI2",0.097007,18,0.0318772691581072,5,0.119810571716949,"typA"
"N900_RS00850","1h","SI2",1.5562,14,0.0506238547042383,4,0.0173557350630066,"ATPase"
"N900_RS00855","1h","SI2",0.24442,18,0.0629514030909113,7,0.0775550341238226,"VC0395_A2314_BLAST"
"N900_RS00860","1h","SI2",2.3196,14,0.00760097270849942,10,0.0287253188404163,"dtd"
"N900_RS00865","1h","SI2",0.81061,18,0.0545334681236642,7,0.136441836611165,"GNAT family N-acetyltransferase_2"
"N900_RS00870","1h","SI2",0.88135,4,0.0217166560984288,13,0.180778650173432,"asma_2"
"N900_RS00875","1h","SI2",0.96833,7,0.0724258375845846,10,-0.0105513066782567,"pckA"
"N900_RS00880","1h","SI2",0.045414,6,0.0129391546630619,14,-0.0331222657921711,"hslo"
"N900_RS00885","1h","SI2",1.1109,7,-0.0473967248471965,13,0.0840025676346133,"hslR"
"N900_RS00890","1h","SI2",1.0835,9,0.0227670981578742,9,-0.0983515982372762,"gspC"
"N900_RS00895","1h","SI2",1.293,3,0.423105408507641,1,0.248696283040447,"gspD"
"N900_RS00900","1h","SI2",1.3454,3,0.46261739113079,1,0.219912889831077,"gspE"
"N900_RS00905","1h","SI2",1.3863,3,0.453776034414856,1,0.118472039087545,"gspF"
"N900_RS00910","1h","SI2",1.3932,3,0.460001532505972,1,0.155512349082945,"gspG"
"N900_RS00915","1h","SI2",0.77182,20,0.0143611520333824,4,0.000621923186454074,"epsH"
"N900_RS00920","1h","SI2",1.3903,3,0.485864972794387,1,0.211717257499429,"gspI"
"N900_RS00925","1h","SI2",2.9144e-05,5,0.16180072304508,3,-0.0346280504609113,"gspJ"
"N900_RS00930","1h","SI2",0.65585,8,0.0206401262178418,1,0.409989871347048,"epsK"
"N900_RS00940","1h","SI2",2.3397,8,0.0958878313285543,1,0.296596116028904,"epsM"
"N900_RS00945","1h","SI2",0.73358,9,0.000199933672171096,5,0.0626276122277729,"epsN"
"N900_RS00950","1h","SI2",1.0957,16,0.0139752990956322,18,0.00064215860448501,"cysQ"
"N900_RS00955","1h","SI2",0.80833,7,-0.0238940473939564,5,-0.008066309641193,"nudE"
"N900_RS00960","1h","SI2",-2.8898,19,-0.0361454989725478,15,0.345095136678367,"nfua"
"N900_RS00970","1h","SI2",1.2535,19,-0.00850253527710752,14,0.0698507801301778,"bioH"
"N900_RS00975","1h","SI2",0.57424,4,-0.0160461756953431,7,-0.0132322847477659,"N900_RS00975"
"N900_RS00980","1h","SI2",1.022,4,0.0281549462434051,13,0.152919727165474,"yhgF"
"N900_RS00985","1h","SI2",2.0365,2,-0.018822026435585,13,0.17504907995207,"greB"
"N900_RS00990","1h","SI2",1.6385,2,0.0143575594929684,4,-0.0239399784407691,"ompR"
"N900_RS00995","1h","SI2",0.88214,9,0.00937824967259454,5,0.0870636331787568,"envZ"
"N900_RS01000","1h","SI2",1.6392,14,0.0191806362534777,10,0.0768627895625332,"xanP_BLAST"
"N900_RS01005","1h","SI2",1.7494,9,0.0385265949744953,7,-0.00751248871128469,"recG"
"N900_RS01015","1h","SI2",1.3255,10,-0.0384510734306806,10,0.0502941052413762,"rpoZ"
"N900_RS01025","1h","SI2",1.5089,2,-0.0160877319533495,7,0.0457722169903644,"yhhQ"
"N900_RS01030","1h","SI2",0.88054,14,0.0611759632412935,7,-0.0314383506827716,"actP"
"N900_RS01035","1h","SI2",0.81043,20,-0.039166167081689,9,-0.0422708438051293,"N900_RS01035"
"N900_RS01040","1h","SI2",0.73004,14,-0.0350268943809083,9,-0.21999134063088,"nhaP2"
"N900_RS01045","1h","SI2",1.5482,10,0.00484596728530416,6,-0.0717340373299071,"narL"
"N900_RS01050","1h","SI2",0.0011835,15,0.00361807410751925,8,-0.131467450403904,"dsbd"
"N900_RS01065","1h","SI2",2.7796,4,-0.0252309598918174,5,-0.00339796797515251,"dcuA"
"N900_RS01070","1h","SI2",1.198,12,0.00304419581821274,15,0.0696701236222981,"aspA"
"N900_RS01075","1h","SI2",1.1905,4,0.0107857167455621,7,-0.0584331199702524,"N900_RS01075"
"N900_RS01080","1h","SI2",2.4288,10,-0.0586364903758267,10,-0.000754990169119507,"fxsA"
"N900_RS01085","1h","SI2",1.1173,2,-0.0112901118697069,4,0.013294545387673,"trmL"
"N900_RS01090","1h","SI2",0.7137,9,-0.0203967518687166,9,-0.0732919650865823,"superoxide dismutase"
"N900_RS01095","1h","SI2",0.69366,16,0.0264119236545651,8,0.0121550495005177,"cpxA"
"N900_RS01100","1h","SI2",0.5673,5,0.0215858572474332,3,0.0282900877403975,"cpxR"
"N900_RS01105","1h","SI2",1.3538,2,0.0266096886868405,4,-0.0687228470526649,"cpxp"
"N900_RS01110","1h","SI2",1.2778,15,-0.105671808290313,7,0.0965947482114146,"fieF"
"N900_RS01115","1h","SI2",1.4138,3,0.284377126671459,1,0.172668564464764,"pfkA"
"N900_RS01120","1h","SI2",0.65915,4,0.0180954795018163,17,-0.235143965280282,"glpX"
"N900_RS01125","1h","SI2",1.2332,12,0.016993208749267,15,0.0492850928701873,"zapB"
"N900_RS01130","1h","SI2",0.9555,18,-0.0259738374461754,7,0.0705157332638829,"metF"
"N900_RS01135","1h","SI2",1.2891,14,0.0142855270317474,7,-0.0821584052072872,"metL"
"N900_RS01140","1h","SI2",0.31323,13,-0.157404793383195,13,0.0539061134782502,"metB"
"N900_RS01145","1h","SI2",-1.0848,10,0.048276443513951,6,-0.0622515046768174,"metJ"
"N900_RS01150","1h","SI2",1.5258,14,0.0369470142563313,7,-0.060311287097891,"maeB"
"N900_RS01155","1h","SI2",0.66528,4,0.0609709961822834,1,0.401253961719044,"rpmE"
"N900_RS01165","1h","SI2",1.4625,14,0.0141752768334405,13,0.102730407843428,"cytR"
"N900_RS01175","1h","SI2",1.2245,2,-0.0239963565081098,5,0.00740810287368803,"hslV"
"N900_RS01180","1h","SI2",0.71616,15,0.0622575558912993,6,0.0127316142629311,"hslU"
"N900_RS01185","1h","SI2",0.5379,3,0.00981256460481836,4,0.00578862428793616,"menA"
"N900_RS01190","1h","SI2",0.41271,9,0.0178893713614968,6,-0.232563824480142,"rraA"
"N900_RS01195","1h","SI2",1.3855,20,-0.0323809133664951,5,0.166317317681718,"norM_1"
"N900_RS01200","1h","SI2",0.93175,3,0.19610073439242,1,0.21892151309405,"tpiA"
"N900_RS01205","1h","SI2",0.87286,18,0.0212914315560997,13,0.0840831944706781,"5-carboxymethyl-2-hydroxymuconate Delta-isomerase"
"N900_RS01210","1h","SI2",0.93494,2,-0.0559738682258696,10,0.0983263854749466,"N900_RS01210"
"N900_RS01215","1h","SI2",1.0414,2,-0.0160707641903043,7,-0.0476549645019277,"N900_RS01215"
"N900_RS01220","1h","SI2",2.5673,10,-0.0318262683877413,13,0.0804034401775967,"transcriptional regulator_1"
"N900_RS01235","1h","SI2",1.4553,18,0.00443569258448755,8,-0.112361964022108,"N900_RS01235"
"N900_RS01240","1h","SI2",-0.42142,13,0.0398860367521146,1,0.0802314585675717,"epmB"
"N900_RS01245","1h","SI2",0.2545,6,-0.0876875426488224,16,0.0538911515576614,"efp"
"N900_RS01250","1h","SI2",0.25493,7,-0.0276631676320286,10,0.103857498415827,"frdD"
"N900_RS01255","1h","SI2",0.32367,7,0.0195353567638796,6,-0.114976557335982,"frdC"
"N900_RS01260","1h","SI2",0.85847,7,0.00498105408746962,4,0.0698691122083631,"frdB"
"N900_RS01265","1h","SI2",0.63187,7,0.0450759407972054,4,0.0379883133705256,"frdA"
"N900_RS01270","1h","SI2",-1.6503,6,0.0328812892939826,15,0.253644099515376,"epmA"
"N900_RS01275","1h","SI2",0.24759,12,0.050115573812885,12,-0.0346577684058247,"yibN"
"N900_RS01280","1h","SI2",1.2271,11,-0.0287712374375558,12,0.0395777611034424,"secB"
"N900_RS01285","1h","SI2",0.37923,8,0.0997903125056236,1,0.42751315240494,"gpsA"
"N900_RS01290","1h","SI2",1.5106,3,0.444937464755037,1,0.119568260278697,"cysE"
"N900_RS01295","1h","SI2",2.2719,1,-0.0222196134914875,14,-0.0710301470089657,"PadR family transcriptional regulator"
"N900_RS01300","1h","SI2",0.98751,9,-0.0173453321371698,10,-0.0328104980791365,"ppc"
"N900_RS01305","1h","SI2",1.1073,2,0.00236633934615387,7,0.0899618045398253,"argE"
"N900_RS01310","1h","SI2",0.95346,18,0.0734781536328889,7,0.14593802647476,"argC"
"N900_RS01315","1h","SI2",2.1086,14,0.0344868966221393,10,0.0996266475451598,"argB"
"N900_RS01320","1h","SI2",0.36784,11,-0.00494080907932683,14,0.0872587978483909,"argG"
"N900_RS01325","1h","SI2",-1,12,-0.0409755106209298,2,-0.0258214926113507,"argH"
"N900_RS01330","1h","SI2",-1.066,13,0.0156476412760029,10,0.0111107736740644,"N900_RS01330"
"N900_RS01335","1h","SI2",1.9769,4,-0.0127324557692082,2,-0.119290269025777,"lpd"
"N900_RS01340","1h","SI2",2.4335,20,-0.0278363803389699,9,-0.219284240532123,"glutathione peroxidase"
"N900_RS01345","1h","SI2",2.5555,3,-0.0659264360756571,6,-0.229830814197508,"oxyR"
"N900_RS01355","1h","SI2",1.51,2,0.0213069438728633,4,-0.0768480550929912,"pilM"
"N900_RS01360","1h","SI2",1.3446,14,0.000142362464439884,7,0.0568612440419169,"pilus assembly protein PilN"
"N900_RS01370","1h","SI2",0.3355,4,-0.0345903232593548,10,0.0565812089841964,"PilP"
"N900_RS01375","1h","SI2",0.26133,16,-0.099477592154104,7,0.10208757530956,"fimbrial assembly protein"
"N900_RS01380","1h","SI2",-0.29229,6,0.162898540872382,16,-0.034501855126339,"aroK"
"N900_RS01385","1h","SI2",1.8416,11,-0.0138893475020195,14,0.0546919370284108,"aroB"
"N900_RS01390","1h","SI2",0.71754,16,-0.125258491002245,18,-0.229782877127554,"damX_1"
"N900_RS01400","1h","SI2",-0.82607,8,0.106747297093569,16,0.160303021980592,"ribulose-phosphate 3-epimerase"
"N900_RS01405","1h","SI2",0.76666,9,0.00997145086880679,10,0.021593942804689,"gph"
"N900_RS01415","1h","SI2",1.3333,20,-0.0649254211840593,9,0.0545535782899767,"ABC transporter substrate-binding protein_8"
"N900_RS01420","1h","SI2",1.4177,14,0.037444697174229,10,0.0351067211840831,"xds_1"
"N900_RS01425","1h","SI2",0.4983,12,0.0372942267252105,19,-0.016195267635281,"rimO"
"N900_RS01430","1h","SI2",1.2,18,-0.0147230732284809,7,-0.0456910263514814,"trpG_1"
"N900_RS01435","1h","SI2",0.60178,18,0.0493977865216535,17,-0.0626281606837848,"aruC"
"N900_RS01440","1h","SI2",0.12073,14,0.0264573697991003,13,0.238120985204132,"astA"
"N900_RS01445","1h","SI2",0.33878,16,-0.100746994543551,13,0.230813186227517,"astD"
"N900_RS01450","1h","SI2",-0.41529,5,-0.0200658404821281,5,0.0562117100787282,"N900_RS01450"
"N900_RS01455","1h","SI2",3.4486,3,0.460950169530235,1,0.0713549309265195,"crp"
"N900_RS01460","1h","SI2",0.56076,16,-0.0409202697853312,8,-0.0215499693738961,"cfxP"
"N900_RS01465","1h","SI2",1.4237,10,0.0337748192766423,10,0.0359039766002361,"VC_2612_BLAST"
"N900_RS01470","1h","SI2",0.51059,11,-0.0671306763052283,12,0.0243898755500082,"hydrolase"
"N900_RS01475","1h","SI2",0.1861,16,0.0443229878969882,9,0.0374025608060326,"N900_RS01475"
"N900_RS01480","1h","SI2",2.1174,4,-0.0388066635079969,5,0.0156780701926763,"yheS"
"N900_RS01485","1h","SI2",1.4061,2,-0.013295472901112,10,-0.0261401303998905,"kefG"
"N900_RS01490","1h","SI2",-0.16195,16,0.00190911412674423,19,-0.250839373387693,"kefB"
"N900_RS01495","1h","SI2",1.6282,20,-0.0219994934754443,4,0.0379551918779171,"metal-binding protein"
"N900_RS01500","1h","SI2",-0.57385,7,0.0166978056416069,10,0.0379224343433189,"slyD"
"N900_RS01505","1h","SI2",0.55487,4,0.0319029183645941,5,-0.112541608000618,"iaaA"
"N900_RS01515","1h","SI2",0.48297,19,0.086912307280513,14,-0.106309326229452,"motX_BLAST"
"N900_RS01520","1h","SI2",0.38963,14,0.0644988250030025,5,0.0170624491533405,"N900_RS01520"
"N900_RS01525","1h","SI2",1.2139,14,-0.0184885057073689,7,0.0326747171620462,"rnr"
"N900_RS01530","1h","SI2",1.4131,16,-0.0603662372321412,18,-0.111129702441301,"rlmB"
"N900_RS01675","1h","SI2",0.73597,16,-0.0833451434753022,18,-0.294859066413546,"N900_RS01675"
"N900_RS01680","1h","SI2",1.023,5,-0.00806837284187386,6,-0.00742727537872037,"fklB"
"N900_RS01685","1h","SI2",0.48022,18,0.0122169953164822,9,-0.138946034944314,"LysM"
"N900_RS01690","1h","SI2",1.8661,16,5.60697576376774e-05,18,-0.0473724700737113,"eamA_6"
"N900_RS01695","1h","SI2",1.7274,7,-0.0292979977551462,7,-0.0226120938524825,"elaA"
"N900_RS01700","1h","SI2",1.1271,16,0.0128173804184404,9,0.0101282555588598,"dbpA"
"N900_RS01705","1h","SI2",1.1835,11,-0.0285387080040233,12,0.0603458719420095,"Crp/Fnr family transcriptional regulator_1"
"N900_RS01710","1h","SI2",1.0095,4,-0.0432961582625115,5,0.0171747887669282,"cpdB"
"N900_RS01715","1h","SI2",0.9841,10,-0.154756347680273,6,-0.13496516258875,"cobA"
"N900_RS01720","1h","SI2",1.2036,13,-0.0631733722909,7,-0.026033863511282,"cysD"
"N900_RS01725","1h","SI2",1.0273,2,-0.000222218484414042,10,-0.0332940061734484,"cysN"
"N900_RS01730","1h","SI2",0.22093,5,0.0506461830101504,6,0.07081533395188,"cysC"
"N900_RS01735","1h","SI2",0.28238,10,0.00557385730893008,10,0.057643829126141,"N900_RS01735"
"N900_RS01740","1h","SI2",-0.26169,5,-0.00941882408577072,11,0.137315465416911,"N900_RS01740"
"N900_RS01745","1h","SI2",2.4365,2,-0.017900915358515,7,0.0368357113107426,"ABC transporter permease_2"
"N900_RS01750","1h","SI2",1.4406,10,0.0154425993451509,6,-0.0953476745430561,"yknY_1"
"N900_RS01755","1h","SI2",2.8834,10,0.0142749945896294,6,-0.171788941939269,"N900_RS01755"
"N900_RS01760","1h","SI2",0.028743,14,0.0136434632118306,4,0.0711328780975325,"N900_RS01760"
"N900_RS01765","1h","SI2",0.38522,13,-0.10112814521653,9,-0.0200691605558258,"ytfj"
"N900_RS01770","1h","SI2",-0.52,2,-0.0234180386735979,13,0.152003987709682,"msrA"
"N900_RS01775","1h","SI2",-0.0066783,16,-0.0508404307403571,3,-0.064333759436908,"outer membrane protein assembly factor"
"N900_RS01780","1h","SI2",0.98173,16,0.0194967659797119,8,0.116388487013911,"tamb"
"N900_RS01785","1h","SI2",1.2286,14,0.0296987174109542,10,-0.0434146232501205,"ytfP"
"N900_RS01795","1h","SI2",1.1563,13,-0.0606261718882629,2,-0.114185861805139,"fbp"
"N900_RS01800","1h","SI2",3.6269,13,-0.0604078295659496,4,0.0888610546002869,"N900_RS01800"
"N900_RS01805","1h","SI2",0.81387,20,-0.00746819659870591,5,0.0613604614762433,"mpl"
"N900_RS01815","1h","SI2",0.58529,8,-0.0124035550187081,17,0.00552373260158793,"thiB"
"N900_RS01820","1h","SI2",0.44003,20,-0.0719934902747293,5,0.0158015309459414,"thiP"
"N900_RS01825","1h","SI2",0.52619,16,0.00893359738502435,18,-0.0731879423431584,"thiQ"
"N900_RS01830","1h","SI2",-0.5923,4,0.0191688505922103,2,-0.146373964896121,"darP"
"N900_RS01835","1h","SI2",1.5647,10,-0.147686677001433,10,0.0491446951840921,"pmbA"
"N900_RS01840","1h","SI2",2.533,7,0.0542695971112513,4,0.121067608402388,"mgtE_1"
"N900_RS01845","1h","SI2",0.7203,14,-0.0243826004049449,10,-0.060606626335991,"ptsO"
"N900_RS01850","1h","SI2",-0.35625,10,0.0815513279999414,10,0.0533636941615188,"rapZ"
"N900_RS01855","1h","SI2",-0.15044,7,-0.0205184230291359,4,0.0695268739284873,"ptsN"
"N900_RS01860","1h","SI2",0.50295,9,0.0330032197330977,7,0.0147841727190887,"hpf"
"N900_RS01865","1h","SI2",0.56088,19,0.0300180030574966,14,-0.106599142810749,"rpoN"
"N900_RS01885","1h","SI2",-0.12171,12,0.064057114876238,3,-0.0173177909147594,"kdsC"
"N900_RS01895","1h","SI2",0.37458,12,0.0368370302330812,17,0.0429257138832679,"calcium/sodium antiporter"
"N900_RS01900","1h","SI2",1.5436,5,0.0116718108316435,17,-0.0193499091726093,"N900_RS01900"
"N900_RS01905","1h","SI2",1.0056,7,0.0134236094492311,4,0.0826508480849697,"mlaF"
"N900_RS01910","1h","SI2",-1.7639,10,0.0177854546997023,2,-0.169640572364953,"mlaE"
"N900_RS01915","1h","SI2",-0.70372,7,0.0498193005813335,10,0.0262937166994352,"mlaD"
"N900_RS01920","1h","SI2",-1.3332,14,0.010466599609798,5,0.0805371709251879,"mlaC"
"N900_RS01925","1h","SI2",-1.6651,14,0.0352355917780275,4,-0.0152220018655879,"anti-sigma B factor antagonist, putative"
"N900_RS01930","1h","SI2",0.15284,9,-0.0194164596574439,13,0.152688872738872,"ibaG"
"N900_RS01945","1h","SI2",-1.655,6,-0.0128454051018641,14,-0.0583406242864543,"rida"
"N900_RS01950","1h","SI2",0.77594,9,-0.00971971991978675,13,0.174755263969348,"pyrI"
"N900_RS01955","1h","SI2",0.91356,6,-0.049830262118644,14,-0.0242374985555302,"pyrB"
"N900_RS01965","1h","SI2",1.3168,14,0.0287672475371658,13,0.0416601000245564,"argF"
"N900_RS01970","1h","SI2",1.0183,2,0.0133788292335386,4,-0.17310749185922,"N900_RS01970"
"N900_RS01975","1h","SI2",1.1504,12,0.0124515373057583,19,-0.00689954532348019,"N900_RS01975"
"N900_RS01980","1h","SI2",0.24718,9,0.0418245199446177,10,-0.0263630751790102,"rapA"
"N900_RS01985","1h","SI2",0.57839,13,-0.0707891446769032,10,0.0730012313806603,"rluA"
"N900_RS01990","1h","SI2",1.4102,7,-0.0135060360526337,5,-0.0113475009022686,"hepA"
"N900_RS02000","1h","SI2",0.30144,13,-0.115455550606881,5,0.0110006136449835,"holC"
"N900_RS02005","1h","SI2",-0.61728,13,0.00789560695791145,4,0.0388948899213698,"pepA"
"N900_RS02020","1h","SI2",0.78755,14,0.0338753814707194,5,0.0566974568176242,"N900_RS02020"
"N900_RS02030","1h","SI2",0.58844,14,0.0190328609243932,7,0.0857961200768911,"rpfG"
"N900_RS02070","1h","SI2",0.95169,14,-0.00247080670051834,10,0.0672627093576282,"N900_RS02070"
"N900_RS02075","1h","SI2",1.9763,15,-0.0473892477253137,5,0.0867040373350604,"leuD"
"N900_RS02080","1h","SI2",0.86625,4,-0.0180019781511457,7,-0.0068215323814367,"leuC"
"N900_RS02085","1h","SI2",1.2081,2,-0.00849745872908583,4,-0.0169793638971969,"leuB"
"N900_RS02090","1h","SI2",0.77066,18,0.0811334316513431,9,-0.089520625695522,"leuA"
"N900_RS02095","1h","SI2",0.61339,14,0.0146099287784904,7,0.0892939966351097,"tetr_1"
"N900_RS02100","1h","SI2",1.0366,8,-0.0333960566934495,8,-0.0424685606824046,"N900_RS02100"
"N900_RS02105","1h","SI2",0.63531,4,-0.0108855183895826,13,0.172697374350453,"glycosyl transferase_1"
"N900_RS02110","1h","SI2",2.5153,20,-0.0315140224981282,2,-0.0711058178270079,"leuO"
"N900_RS02115","1h","SI2",0.56025,20,-0.0816895312414013,18,0.0195932192389327,"long-chain fatty acid--CoA ligase"
"N900_RS02120","1h","SI2",1.0199,4,0.0231570332270926,7,0.0564890522854146,"ilvI"
"N900_RS02125","1h","SI2",0.46172,2,-0.049004259496225,13,0.231519725122259,"ilvN"
"N900_RS02130","1h","SI2",2.4302,9,0.0383816338552268,9,-0.17932093823643,"serA"
"N900_RS02135","1h","SI2",1.2034,3,0.355175190893805,1,0.273137865821515,"rpiA"
"N900_RS02140","1h","SI2",-0.93684,13,0.0211998739470689,4,0.0330998130502742,"ygfA"
"N900_RS02145","1h","SI2",1.1864,12,0.0597172731210306,14,0.0221410230319519,"zapa"
"N900_RS02150","1h","SI2",2.5642,2,-0.00319255592412707,4,-0.00935330450290864,"VC0395_A2053_BLAST"
"N900_RS02175","1h","SI2",0.29536,9,0.0368693735955085,6,-0.16006533479873,"sdhE"
"N900_RS02180","1h","SI2",1.3074,10,-0.0595432628496606,6,-0.140673872431446,"cptA"
"N900_RS02185","1h","SI2",1.2532,7,-0.0423161045527008,4,0.062366730693392,"nadB"
"N900_RS02190","1h","SI2",0.54257,2,-0.0010380142108938,13,0.218791956163686,"N900_RS02190"
"N900_RS02200","1h","SI2",-0.20623,8,0.196323718593392,1,0.335799458730619,"rsea"
"N900_RS02205","1h","SI2",0.32844,8,0.137136339327798,1,0.435275462311371,"rseB"
"N900_RS02215","1h","SI2",-0.33419,19,-0.00183811509850772,14,-0.104292403473896,"lepA"
"N900_RS02225","1h","SI2",1.6054,3,0.469441826936175,1,0.0960274872738805,"ribonuclease III"
"N900_RS02235","1h","SI2",2.6807,2,-0.0225334785948868,6,-0.24443650498193,"recO"
"N900_RS02250","1h","SI2",-1.3123,5,0.021374384375654,2,-0.0466875237116401,"N900_RS02250"
"N900_RS02255","1h","SI2",0.79935,14,-0.0341178289615816,7,0.125231134570924,"N900_RS02255"
"N900_RS02260","1h","SI2",0.91815,14,0.0569187470695796,4,0.0391034840364955,"sensor domain-containing diguanylate cyclase_2"
"N900_RS02265","1h","SI2",-1.3785,19,0.0659382159797561,14,-0.17839869502026,"barA"
"N900_RS02270","1h","SI2",1.5379,18,0.0565347440572002,7,0.130639934289147,"rlmD"
"N900_RS02275","1h","SI2",-0.81807,16,0.0189624649343656,3,-0.238134237014896,"relA"
"N900_RS02280","1h","SI2",1.0321,18,0.0250097451331336,17,-0.246893063364346,"mazG"
"N900_RS02295","1h","SI2",0.16763,5,-0.0673686085055598,17,0.104673149911049,"cca"
"N900_RS02300","1h","SI2",1.5199,9,0.0427924279513349,7,0.016902151479841,"exeA"
"N900_RS02305","1h","SI2",0.75648,15,-0.0110454110556638,6,-0.019414668579998,"gspb"
"N900_RS02310","1h","SI2",1.2077,5,-0.0876859737351808,7,0.124437218165656,"N900_RS02310"
"N900_RS02315","1h","SI2",0.5353,3,0.118895651201641,4,0.117742710576737,"inorganic phosphate transporter"
"N900_RS02320","1h","SI2",1.4805,16,-0.00475636683608751,17,-0.0347641948191292,"HI_1603_BLAST"
"N900_RS02325","1h","SI2",0.80712,9,0.0292676314787501,9,-0.109212774135858,"ygiF"
"N900_RS02330","1h","SI2",0.90346,9,-0.0083207861721566,10,0.0131927938429634,"methyl-accepting chemotaxis protein_15"
"N900_RS02335","1h","SI2",0.032451,2,0.0305961322304826,10,-0.107968910891753,"glnE"
"N900_RS02340","1h","SI2",-1.0452,6,0.100358409140193,16,0.360846921944463,"hldE"
"N900_RS02345","1h","SI2",-3.0533,6,0.0380836778692542,15,0.221997628705203,"tolC"
"N900_RS02350","1h","SI2",1.0251,18,0.0751413543128556,9,-0.170178832312755,"nudF_1"
"N900_RS02355","1h","SI2",-0.030208,16,0.0103040998536537,8,0.145047030009903,"N900_RS02355"
